Incident ID,Incident Date/Time,Agency,Incident Type,Town of Incident,County of Incident,County of Arrest,Arrest Statute,Arresting Agency,Arrestee Gender,Arrestee Age,Count
13B302337,11/14/2013 01:39:00 AM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,West Fairlee,Orange,Orange,23V1201,VSP: Bradford,Male,33,1
13D203248,11/24/2013 02:10:00 AM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property,Putney,Windham,Windham,23V1205,VSP: Brattleboro,Male,23,1
13C204121,11/28/2013 09:33:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property|False Information to Police|Escaping from Custody,Lincoln,Addison,Addison,23V1201,VSP: New Haven,Male,32,1
13C204121,11/28/2013 09:33:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property|False Information to Police|Escaping from Custody,Lincoln,Addison,Addison,23V1201,VSP: New Haven,Female,19,1
13D104031,12/23/2013 02:46:00 AM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201,VSP: Rockingham,Male,22,1
14B100005,01/01/2014 02:33:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,24,1
14A300005,01/01/2014 02:58:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Moretown,Washington,Washington,23V1201,VSP: Middlesex,Male,24,1
14B100018,01/01/2014 11:18:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Sutton,Caledonia,Caledonia,23V1201A1#2,VSP: Saint Johnsbury,Male,34,1
14B100037,01/03/2014 07:15:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Burke,Caledonia,Caledonia,23V1201A1#1/R,VSP: Saint Johnsbury,Male,38,1
14C100080,01/03/2014 09:18:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Chittenden,Rutland,Rutland,23V1201,VSP: Rutland,Female,34,1
14B100048,01/05/2014 01:00:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Injury|Accident - Property|C&N Operation,Lyndon,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Female,25,1
14B100049,01/05/2014 01:00:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Waterford,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,24,1
14A100152,01/08/2014 11:52:00 AM,VSP: Williston,Accident - Injury|C&N Operation|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Male,30,1
14D300156,01/10/2014 06:16:00 PM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,47,1
14A300190,01/11/2014 11:30:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury,Woodbury,Washington,Washington,23V1201,VSP: Middlesex,Male,57,1
14C200149,01/11/2014 05:58:00 PM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Traffic Stop,Salisbury,Addison,Addison,23V1201,VSP: New Haven,Female,50,1
14C300148,01/12/2014 03:27:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Injury|C&N Operation,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,24,1
14C300148,01/12/2014 03:27:00 AM,VSP: Shaftsbury,C&N Operation|Accident - Injury|Drive/Operate Under Influence,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,24,1
14A200201,01/14/2014 04:52:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Montgomery,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,21,1
14D200203,01/15/2014 11:30:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201,VSP: Brattleboro,Male,24,1
14D300286,01/18/2014 10:20:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Male,23,1
14D300287,01/18/2014 10:45:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Granville,Addison,Addison,23V1201,VSP: Royalton,Female,45,1
14D100236,01/19/2014 01:16:00 AM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Windsor,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Female,24,1
14C100412,01/19/2014 03:01:00 AM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Proctor,Rutland,Rutland,23V1201,VSP: Rutland,Male,29,1
14A300292,01/19/2014 04:09:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Orange,Orange,Orange,23V1205,VSP: Middlesex,Male,23,1
14A100309,01/19/2014 06:48:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Williston,Chittenden,Chittenden,23V1201,VSP: Williston,Male,56,1
14D200293,01/23/2014 08:41:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Traffic Stop|Accident - Property,Whitingham,Windham,Windham,23V1201A2#2,VSP: Brattleboro,Male,71,1
14C200281,01/24/2014 01:06:00 AM,VSP: New Haven,Drive/Operate Under Influence|C&N Operation|Accident - Property|Accident - Property,Monkton,Addison,Addison,23V1201,VSP: New Haven,Female,19,1
14D100286,01/24/2014 04:51:00 PM,VSP: Rockingham,Accident - Property|Accident - Property|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201,VSP: Rockingham,Male,55,1
14B200280,01/25/2014 03:15:00 AM,VSP: Derby,Accident - Property|Drive/Operate Under Influence,Coventry,Orleans,Orleans,23V1201,VSP: Derby,Male,55,1
14C100539,01/25/2014 11:00:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property|Traffic Stop,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,28,1
14D200313,01/25/2014 02:30:00 PM,VSP: Brattleboro,DLS|Drive/Operate Under Influence|Accident - Property,Guilford,Windham,Windham,23V1201A1#3+1,VSP: Brattleboro,Male,48,1
14B100278,01/25/2014 08:03:00 PM,VSP: Saint Johnsbury,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Other,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,53,1
14D300395,01/27/2014 09:26:00 PM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence,Tunbridge,Orange,Orange,23V1201,VSP: Royalton,Male,37,1
14C100599,01/28/2014 12:49:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Mendon,Rutland,Rutland,23V1201,VSP: Rutland,Male,31,1
14C100631,01/29/2014 10:17:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Clarendon,Rutland,Rutland,23V1201,VSP: Rutland,Male,23,1
14C100661,02/01/2014 12:06:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
14C300342,02/01/2014 01:38:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,28,1
14B100358,02/01/2014 09:57:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,53,1
14A300518,02/01/2014 11:13:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Female,51,1
14B100390,02/05/2014 01:17:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property|Accident - Property,Burke,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,37,1
14B200434,02/06/2014 08:00:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Irasburg,Orleans,Orleans,23V1201,VSP: Derby,Male,46,1
14A300617,02/07/2014 05:12:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Moretown,Washington,Washington,23V1201,VSP: Middlesex,Male,67,1
14C100778,02/08/2014 08:24:00 AM,VSP: Rutland,Accident - Property|Accident - Property|Littering|Traffic Stop|Drive/Operate Under Influence|False Information to Police,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,23,1
14C300448,02/09/2014 10:46:00 PM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence,Pownal,Bennington,Bennington,23V1201A3#1,VSP: Shaftsbury,Female,33,1
14A300668,02/11/2014 08:12:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Female,23,1
14C300515,02/16/2014 01:30:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Drugs - Possession|Accident - Property,Rupert,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,21,1
14C101069,02/20/2014 02:11:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,31,1
14B100578,02/20/2014 09:10:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Sutton,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,58,1
14A100882,02/21/2014 02:48:00 AM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,27,1
14A300835,02/21/2014 08:04:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Female,27,1
14C300598,02/21/2014 08:40:00 PM,VSP: Shaftsbury,Accident - Property|Drive/Operate Under Influence,Rupert,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,32,1
14D200630,02/22/2014 02:00:00 AM,VSP: Brattleboro,Recreational Vehicle Incident/Violation|Accident - Injury|Drive/Operate Under Influence|DLS,Putney,Windham,Windham,23V1201,VSP: Brattleboro,Male,25,1
14B200623,02/22/2014 06:20:00 PM,VSP: Derby,Accident - Property|Drive/Operate Under Influence,Westmore,Orleans,Orleans,23V1201,VSP: Derby,Female,24,1
14C200594,02/23/2014 08:03:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Monkton,Addison,Addison,23V1201,VSP: New Haven,Male,57,1
14B300374,02/24/2014 08:28:00 PM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Thetford,Orange,Orange,23V1201A2#2,VSP: Bradford,Male,41,1
14C101171,02/24/2014 10:37:00 PM,VSP: Rutland,Attempting to Elude Police|Accident - Injury|Drive/Operate Under Influence|C&N Operation,Danby,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
14D300930,03/08/2014 08:45:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Bethel,Windsor,Windsor,23V1201,VSP: Royalton,Male,45,1
14A101130,03/10/2014 06:23:00 AM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Female,23,1
14A301087,03/11/2014 01:25:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Waitsfield,Washington,Washington,23V1201,VSP: Middlesex,Female,31,1
14C101424,03/11/2014 08:18:00 AM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Danby,Rutland,Rutland,23V1201,VSP: Rutland,Male,32,1
14D200780,03/11/2014 04:30:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201,VSP: Brattleboro,Male,64,1
14C101438,03/11/2014 09:23:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Wallingford,Rutland,Rutland,23V1201,VSP: Rutland,Female,51,1
14D200810,03/14/2014 05:00:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Injury,Newfane,Windham,Windham,23V1201A2#1,VSP: Brattleboro,Male,68,1
14D100831,03/14/2014 08:19:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|DLS|Accident - Property,Cavendish,Windsor,Windsor,23V1201A1#3,VSP: Rockingham,Male,31,1
14B100783,03/14/2014 11:04:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,27,1
14D200812,03/14/2014 11:47:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|DLS|Accident - Property,Guilford,Windham,Windham,23V1201,VSP: Brattleboro,Male,24,1
14B200850,03/15/2014 09:10:00 PM,VSP: Derby,Accident - Injury|Drive/Operate Under Influence,Brighton,Essex,Essex,23V1201,VSP: Derby,Female,53,1
14A301193,03/16/2014 12:10:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Fayston,Washington,Washington,23V1201,VSP: Middlesex,Female,41,1
14D100883,03/19/2014 05:32:00 PM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence,Peru,Bennington,Bennington,23V1201A1#1,VSP: Rockingham,Female,42,1
14A201097,03/20/2014 11:41:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property|Kidnapping,Berkshire,Franklin,Franklin,23V1201A1#3,VSP: Saint Albans,Male,37,1
14D100901,03/20/2014 11:50:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Cavendish,Windsor,Windsor,23V1201B#4 /R,VSP: Rockingham,Female,34,1
14B200912,03/22/2014 02:40:00 AM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Newport City,Orleans,Orleans,23V1201,VSP: Derby,Male,20,1
14A101384,03/22/2014 03:12:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Burlington,Chittenden,Chittenden,23V1201,VSP: Williston,Male,34,1
14C300989,03/24/2014 04:25:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Arlington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,41,1
14A301378,03/27/2014 09:50:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Female,24,1
14D301259,03/31/2014 09:59:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property|False Information to Police,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Female,36,1
14A301460,04/02/2014 07:33:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,20,1
14D101053,04/04/2014 07:45:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Athens,Windham,Windham,23V1201A1#1,VSP: Rockingham,Male,39,1
14D200988,04/05/2014 05:28:00 PM,VSP: Brattleboro,Accident - Injury|Drive/Operate Under Influence,Halifax,Windham,Windham,23V1201,VSP: Brattleboro,Male,29,1
14D101063,04/06/2014 02:30:00 AM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence|Accident - Property|Impeding a Public Officer|Assault - Intimidation,Rockingham,Windham,Windham,23V1201A2#4,VSP: Rockingham,Male,55,1
14B300615,04/08/2014 10:04:00 PM,VSP: Bradford,Drive/Operate Under Influence|K9|C&N Operation|Accident - Injury|Other|Other|Drugs - Possession|Drugs - Other,Thetford,Orange,Orange,23V1201A3#1,VSP: Bradford,Male,24,1
14B101099,04/10/2014 08:05:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Lyndon,Caledonia,Caledonia,23V1201A1#1/R,VSP: Saint Johnsbury,Male,23,1
14B300642,04/12/2014 05:37:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Property|Violate Conditions of Release|Welfare Check,Fairlee,Orange,Orange,23V1201A2#2,VSP: Bradford,Female,46,1
14D301402,04/13/2014 10:08:00 AM,VSP: Royalton,Accident - Injury|Drive/Operate Under Influence,Norwich,Windsor,Windsor,23V1201,VSP: Royalton,Male,55,1
14A301599,04/14/2014 09:04:00 PM,VSP: Middlesex,Accident - Injury|Drive/Operate Under Influence,Waitsfield,Washington,Washington,23V1205,VSP: Middlesex,Male,29,1
14B101167,04/14/2014 10:12:00 PM,VSP: Saint Johnsbury,Accident - Injury|Drive/Operate Under Influence,East Haven,Essex,Essex,23V1201A1#1,VSP: Saint Johnsbury,Female,31,1
14D301445,04/16/2014 08:41:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence|DLS|Arrest on Warrant,Bethel,Windsor,Windsor,23V1201,VSP: Royalton,Male,83,1
14D301475,04/19/2014 01:18:00 AM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Hartford,Windsor,Windsor,23V1201,VSP: Royalton,Female,24,1
14A101779,04/19/2014 04:31:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Charlotte,Chittenden,Chittenden,23V1201,VSP: Williston,Male,51,1
14D201129,04/21/2014 01:59:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Injury,Putney,Windham,Windham,23V1201,VSP: Brattleboro,Male,40,1
14A201616,04/22/2014 07:53:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|DLS|Accident - Property|Accident - Injury,Berkshire,Franklin,Franklin,23V1201A1#3+1,VSP: Saint Albans,Male,47,1
14D301521,04/22/2014 08:36:00 PM,VSP: Royalton,Child Abuse/Neglect/Cruelty|C&N Operation|Drive/Operate Under Influence|Accident - Injury,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Male,17,1
14B101283,04/25/2014 05:55:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|C&N Operation|DLS|Accident - Injury,Newark,Caledonia,Caledonia,23V1201A1#2,VSP: Saint Johnsbury,Male,29,1
14B300732,04/26/2014 03:40:00 AM,VSP: Bradford,Drive/Operate Under Influence|Accident - Injury,Newbury,Orange,Orange,23V1201,VSP: Bradford,Male,17,1
14C102250,04/26/2014 11:48:00 AM,VSP: Rutland,Traffic Stop|Accident - Property|Drive/Operate Under Influence,Wallingford,Rutland,Rutland,23V1201A3#1,VSP: Rutland,Female,47,1
14C301375,04/26/2014 04:12:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|Intoxicated Person,Readsboro,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,41,1
14A101875,04/27/2014 01:00:00 AM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Charlotte,Chittenden,Chittenden,23V1201,VSP: Williston,Male,23,1
14D201180,04/27/2014 02:15:00 AM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property|DLS|C&N Operation|Accident - Property|Traffic Stop,Dummerston,Windham,Windham,23V1201A2#3,VSP: Brattleboro,Male,25,1
14D201183,04/27/2014 09:35:00 PM,VSP: Brattleboro,Accident - Injury|Drive/Operate Under Influence,Newfane,Windham,Windham,23V1201,VSP: Brattleboro,Male,46,1
14A201773,05/02/2014 05:29:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Injury,Franklin,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,49,1
14B300797,05/04/2014 12:21:00 AM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Vershire,Orange,Orange,23V1201A2#2,VSP: Bradford,Male,33,1
14C102407,05/04/2014 06:15:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Wallingford,Rutland,Rutland,23V1201,VSP: Rutland,Male,47,1
14D101363,05/08/2014 01:33:00 PM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence|C&N Operation,Rockingham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,36,1
14D201274,05/08/2014 05:30:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property,Halifax,Windham,Windham,23V1205,VSP: Brattleboro,Male,68,1
14D201276,05/08/2014 11:46:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Whitingham,Windham,Windham,23V1201,VSP: Brattleboro,Male,64,1
14A102051,05/10/2014 04:10:00 AM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence,Colchester,Chittenden,Chittenden,23V1201,VSP: Williston,Male,24,1
14B300843,05/10/2014 05:57:00 PM,VSP: Bradford,Accident - Injury|Drive/Operate Under Influence,Corinth,Orange,Orange,23V1201,VSP: Bradford,Male,24,1
14A201954,05/12/2014 09:34:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|DLS|Accident - Property|C&N Operation,Bakersfield,Franklin,Franklin,23V1205,VSP: Saint Albans,Male,31,1
14D101434,05/15/2014 04:55:00 AM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Weston,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Male,20,1
14D101442,05/15/2014 06:57:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,24,1
14D101445,05/16/2014 12:29:00 AM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence|DLS,Weathersfield,Windsor,Windsor,23V1201,VSP: Rockingham,Male,23,1
14B101529,05/16/2014 03:22:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Lyndon,Caledonia,Caledonia,23V1201A1#3/R,VSP: Saint Johnsbury,Male,37,1
14D301879,05/17/2014 10:58:00 AM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,23,1
14A302092,05/17/2014 06:15:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence|Liquor Violations,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Male,21,1
14A102185,05/18/2014 03:22:00 AM,VSP: Williston,Accident - Property|Drive/Operate Under Influence|Accident - Property,Elmore,Lamoille,Lamoille,23V1201,VSP: Williston,Male,32,1
14B101571,05/19/2014 08:40:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,51,1
14C102681,05/19/2014 10:49:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Injury,Chittenden,Rutland,Rutland,23V1201,VSP: Rutland,Female,20,1
14A102214,05/20/2014 03:51:00 AM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: Williston,Male,46,1
14C301619,05/20/2014 06:55:00 PM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence|Child Abuse/Neglect/Cruelty,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,26,1
14A202098,05/20/2014 11:35:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property|Drugs - Possession,Fairfax,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,43,1
14A202139,05/23/2014 07:20:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Injury,Montgomery,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,32,1
14C301676,05/24/2014 12:40:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Sandgate,Bennington,Bennington,23V1201A2#2/I,VSP: Shaftsbury,Female,42,1
14B101637,05/25/2014 04:00:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Lunenburg,Essex,Essex,23V1201A1#1,VSP: Saint Johnsbury,Male,28,1
14A102317,05/25/2014 11:26:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Huntington,Chittenden,Chittenden,23V1201,VSP: Williston,Female,36,1
14A102328,05/26/2014 09:04:00 PM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Colchester,Chittenden,Chittenden,23V1201A1#3,VSP: Williston,Male,33,1
14C102807,05/27/2014 08:37:00 AM,VSP: Rutland,Accident - Injury|Traffic Stop|Drive/Operate Under Influence,West Rutland,Rutland,Rutland,23V1201,VSP: Rutland,Male,70,1
14A302226,05/27/2014 10:06:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Female,40,1
14A302309,05/31/2014 08:51:00 PM,VSP: Middlesex,Drive/Operate Under Influence|K9|Accident - Property,Marshfield,Washington,Washington,23V1201,VSP: Middlesex,Male,25,1
14C301796,06/01/2014 05:47:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Injury,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,21,1
14D302112,06/01/2014 07:00:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Braintree,Orange,Orange,23V1201,VSP: Royalton,Female,51,1
14B201768,06/05/2014 02:00:00 AM,VSP: Derby,Drive/Operate Under Influence|Accident - Injury,Troy,Orleans,Orleans,23V1201,VSP: Derby,Male,65,1
14C103004,06/05/2014 03:01:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Injury,Rutland Town,Rutland,Rutland,23V1201,VSP: Rutland,Female,72,1
14D101709,06/07/2014 04:27:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Windham,Windham,Windham,23V1201A1#1,VSP: Rockingham,Male,52,1
14D101715,06/07/2014 10:17:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Londonderry,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,29,1
14D101738,06/09/2014 09:14:00 PM,VSP: Rockingham,Accident - Injury|DLS|Drive/Operate Under Influence|Other,Cavendish,Windsor,Windsor,23V1201,VSP: Rockingham,Male,24,1
14A202454,06/09/2014 11:00:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Fairfield,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,27,1
14C301937,06/11/2014 05:33:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Arlington,Bennington,Bennington,23V1201A3#1,VSP: Shaftsbury,Female,32,1
14B101814,06/11/2014 08:30:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Injury,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,31,1
14C301944,06/11/2014 10:08:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|Accident - Property,Dorset,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,21,1
14D101762,06/13/2014 01:22:00 AM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence,Cavendish,Windsor,Windsor,23V1201A2#1/I,VSP: Rockingham,Female,22,1
14C201820,06/15/2014 09:36:00 PM,VSP: New Haven,Drugs - Other|Drugs - Possession|Traffic Stop|C&N Operation|Drive/Operate Under Influence|Accident - Injury,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Male,24,1
14C201820,06/15/2014 09:36:00 PM,VSP: New Haven,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Traffic Stop|Drugs - Possession|Drugs - Other,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Male,24,1
14A302597,06/19/2014 10:58:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Male,31,1
14D201753,06/22/2014 01:23:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Putney,Windham,Windham,23V1201,VSP: Brattleboro,Male,29,1
14B101953,06/22/2014 04:30:00 PM,VSP: Saint Johnsbury,Accident - Property|Accident - Property|Drive/Operate Under Influence,Barnet,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,28,1
14D101876,06/22/2014 09:43:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Injury|C&N Operation|Child Abuse/Neglect/Cruelty|DLS,Springfield,Windsor,Windsor,23V1201A2#1/I,VSP: Rockingham,Female,27,1
