Incident ID,Incident Date/Time,Agency,Incident Type,Town of Incident,County of Incident,County of Arrest,Arrest Statute,Arresting Agency,Arrestee Gender,Arrestee Age,Count
13C100006,01/01/2013 01:17:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland Town,Rutland,Rutland,23V1201,VSP: Rutland,Male,57,1
13C200008,01/01/2013 01:45:00 AM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,21,1
13B100006,01/01/2013 01:49:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201A1#3/R,VSP: Saint Johnsbury,Male,37,1
13B200006,01/01/2013 02:02:00 AM,VSP: Derby,Agency Assist|Drive/Operate Under Influence,Troy,Orleans,Orleans,23V1201,VSP: Derby,Male,66,1
13A200007,01/01/2013 03:12:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Drugs - Possession|Other,St. Albans City,Franklin,Franklin,23V1201A3#1,VSP: Saint Albans,Male,24,1
13B100009,01/01/2013 03:35:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,24,1
13C100011,01/01/2013 06:26:00 AM,VSP: Rutland,Drugs - Possession|False Information to Police|Intoxicated Person|Citizen Assist|Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,33,1
13C100011,01/01/2013 06:26:00 AM,VSP: Rutland,Drugs - Possession|False Information to Police|Intoxicated Person|Citizen Assist|Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Female,21,1
13C300011,01/02/2013 01:17:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence,Bennington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,36,1
13A100058,01/03/2013 12:04:00 PM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Male,32,1
13D200024,01/03/2013 01:26:00 PM,VSP: Other,Drive/Operate Under Influence|Other,Guilford,Windham,Windham,23V1201,VSP: Headquarters,Male,41,1
13C300028,01/03/2013 04:10:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Agency Assist,Dorset,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,48,1
13C100053,01/03/2013 08:15:00 PM,VSP: Rutland,Drive/Operate Under Influence|Traffic Stop,Wells,Rutland,Rutland,23V1201,VSP: Rutland,Male,56,1
13B100051,01/03/2013 11:10:00 PM,VSP: Saint Johnsbury,Accident - Property|Accident - Property|Disturbing the Peace|Drive/Operate Under Influence|Trespassing|K9|C&N Operation,Burke,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,23,1
13C200058,01/04/2013 11:19:00 PM,VSP: New Haven,Violate Conditions of Release|Drive/Operate Under Influence|DLS,New Haven,Addison,Addison,23V1201,VSP: New Haven,Female,33,1
13D100062,01/05/2013 01:00:00 PM,VSP: Rockingham,Drive/Operate Under Influence,Weathersfield,Windsor,Windsor,23V1201,VSP: Rockingham,Female,57,1
13C100091,01/06/2013 01:48:00 AM,VSP: Rutland,Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,33,1
13C100093,01/06/2013 04:46:00 AM,VSP: Rutland,Drive/Operate Under Influence|Traffic Stop,West Rutland,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
13D300060,01/06/2013 04:50:00 AM,VSP: Royalton,Drive/Operate Under Influence|Liquor Violations,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,19,1
13C300051,01/06/2013 10:56:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,37,1
13C300080,01/08/2013 08:11:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence,Bennington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,43,1
13C200103,01/09/2013 09:12:00 PM,VSP: New Haven,Drugs - Possession|Other|Drive/Operate Under Influence|Drugs - Other,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Male,43,1
13C200103,01/09/2013 09:12:00 PM,VSP: New Haven,Drugs - Possession|Other|Drive/Operate Under Influence|Drugs - Other,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Female,47,1
13C100180,01/11/2013 03:20:00 AM,VSP: Rutland,Drive/Operate Under Influence,Proctor,Rutland,Rutland,23V1201,VSP: Rutland,Female,26,1
13A300161,01/11/2013 09:10:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Duxbury,Washington,Washington,23V1201,VSP: Middlesex,Male,19,1
13A100169,01/12/2013 02:58:00 AM,VSP: Williston,Drive/Operate Under Influence|Traffic Stop,Jericho,Chittenden,Chittenden,23V1201,VSP: Williston,Female,24,1
13B200145,01/12/2013 04:30:00 AM,VSP: Derby,Accident - Property|Drive/Operate Under Influence|Accident - Property,Derby,Orleans,Orleans,23V1201,VSP: Derby,Male,62,1
13C100245,01/14/2013 01:04:00 AM,VSP: Rutland,Drive/Operate Under Influence|Drugs - Possession,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,24,1
13D200124,01/15/2013 02:02:00 PM,VSP: Other,Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201,VSP: Headquarters,Male,55,1
13A200261,01/15/2013 08:44:00 PM,VSP: Saint Albans,Other|Drugs - Possession|Drive/Operate Under Influence,Georgia,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,25,1
13C100304,01/16/2013 04:27:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Pittsford,Rutland,Rutland,23V1201,VSP: Rutland,Female,53,1
13C100305,01/16/2013 05:21:00 PM,VSP: Rutland,Drive/Operate Under Influence,Pawlet,Rutland,Rutland,23V1201,VSP: Rutland,Female,46,1
13D100178,01/16/2013 10:54:00 PM,VSP: Rockingham,Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201,VSP: Rockingham,Female,44,1
13B100216,01/18/2013 12:56:00 AM,VSP: Saint Johnsbury,Agency Assist|Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,28,1
13B300101,01/18/2013 06:20:00 PM,VSP: Bradford,Drive/Operate Under Influence|Accident - Injury|Drive/Operate Under Influence,Bradford,Orange,Orange,23V1201,VSP: Bradford,Male,65,1
13A300259,01/18/2013 10:30:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Drugs - Possession,Moretown,Washington,Washington,23V1201,VSP: Middlesex,Male,24,1
13A100260,01/19/2013 12:20:00 AM,VSP: Williston,DLS|Drive/Operate Under Influence|Violate Conditions of Release|Impeding a Public Officer,Essex Junction,Chittenden,Chittenden,23V1201,VSP: Williston,Male,26,1
13A200313,01/19/2013 01:14:00 AM,VSP: Saint Albans,Drive/Operate Under Influence,St. Albans City,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,54,1
13A100275,01/19/2013 11:23:00 PM,VSP: Williston,Drive/Operate Under Influence,Hyde Park,Lamoille,Lamoille,23V1201,VSP: Williston,Male,49,1
13B300108,01/20/2013 12:30:00 AM,VSP: Bradford,Traffic Stop|Liquor Violations|Drive/Operate Under Influence,Newbury,Orange,Orange,23V1201,VSP: Bradford,Male,19,1
13C200221,01/20/2013 12:30:00 AM,VSP: New Haven,Drive/Operate Under Influence,Cornwall,Addison,Addison,23V1201,VSP: New Haven,Female,26,1
13D100223,01/20/2013 12:44:00 AM,VSP: Rockingham,Drive/Operate Under Influence,Chester,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Male,40,1
13C100367,01/20/2013 01:32:00 AM,VSP: Rutland,Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,26,1
13D200164,01/20/2013 01:35:00 AM,VSP: Brattleboro,Drive/Operate Under Influence,Wilmington,Windham,Windham,23V1205,VSP: Brattleboro,Male,22,1
13A200336,01/20/2013 02:29:00 AM,VSP: Saint Albans,Drive/Operate Under Influence,St. Albans City,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,30,1
13D200166,01/20/2013 09:50:00 AM,VSP: Brattleboro,Drive/Operate Under Influence,Dummerston,Windham,Windham,23V1201,VSP: Brattleboro,Male,23,1
13C200236,01/20/2013 06:34:00 PM,VSP: New Haven,Drive/Operate Under Influence|Traffic Stop,Lincoln,Addison,Addison,23V1201,VSP: New Haven,Male,29,1
13C300202,01/21/2013 12:29:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence,Manchester,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,26,1
13C300203,01/21/2013 12:37:00 AM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence,Searsburg,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,45,1
13D100234,01/21/2013 01:07:00 AM,VSP: Rockingham,Drive/Operate Under Influence,Ludlow,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Male,41,1
13C100395,01/21/2013 05:39:00 PM,VSP: Rutland,Drive/Operate Under Influence,Tinmouth,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
13C100402,01/22/2013 01:56:00 AM,VSP: Rutland,Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,26,1
13C300215,01/22/2013 04:50:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|Other,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,42,1
13A200371,01/22/2013 07:59:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Injury,Georgia,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,25,1
13D100257,01/22/2013 11:09:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Weathersfield,Windsor,Windsor,23V1201,VSP: Rockingham,Male,25,1
13C200261,01/23/2013 05:54:00 PM,VSP: New Haven,Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Female,75,1
13C300229,01/23/2013 06:44:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence,Bennington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,64,1
13C300237,01/24/2013 05:31:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Injury,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,23,1
13C300237,01/24/2013 05:31:00 PM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,23,1
13B200271,01/25/2013 04:45:00 PM,VSP: Derby,Accident - Injury|Drive/Operate Under Influence,Ferdinand,Essex,Essex,23V1201,VSP: Derby,Male,56,1
13A200427,01/25/2013 06:37:00 PM,VSP: Saint Albans,Drive/Operate Under Influence,Richford,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,33,1
13C200299,01/25/2013 09:22:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Female,29,1
13D300345,01/26/2013 12:14:00 AM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Randolph,Orange,Orange,23V1201,VSP: Royalton,Female,27,1
13C300250,01/26/2013 12:44:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence,Bennington,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,22,1
13D200210,01/26/2013 12:46:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Dummerston,Windham,Windham,23V1201,VSP: Brattleboro,Female,30,1
13C300261,01/26/2013 07:35:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Traffic Stop,Woodford,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,32,1
13C300262,01/26/2013 08:45:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Suspicious Activity / Person|Other|Drugs - Possession|Drugs - Other,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,22,1
13C300262,01/26/2013 08:45:00 PM,VSP: Shaftsbury,Drugs - Other|Drugs - Possession|Other|Suspicious Activity / Person|Drive/Operate Under Influence,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,22,1
13C200313,01/26/2013 09:22:00 PM,VSP: New Haven,Drive/Operate Under Influence,New Haven,Addison,Addison,23V1201,VSP: New Haven,Male,29,1
13B100315,01/27/2013 12:38:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1205,VSP: Saint Johnsbury,Male,25,1
13A300374,01/27/2013 01:30:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Warren,Washington,Washington,23V1201,VSP: Middlesex,Male,22,1
13B100320,01/27/2013 02:50:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Concord,Essex,Essex,23V1201,VSP: Saint Johnsbury,Male,31,1
13D200253,01/29/2013 02:40:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Brattleboro,Windham,Windham,23V1201,VSP: Brattleboro,Male,35,1
13C200368,01/30/2013 06:03:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property|C&N Operation,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Male,21,1
13A200516,01/30/2013 09:15:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Drugs - Possession|Accident - Property,Fairfax,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,52,1
13A200534,01/31/2013 08:31:00 PM,VSP: Saint Albans,Other|Drugs - Possession|Drive/Operate Under Influence|Drugs - Other,Fairfield,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,25,1
13A100421,02/01/2013 01:05:00 AM,VSP: Williston,Other|Drive/Operate Under Influence,Johnson,Lamoille,Lamoille,23V1201,VSP: Williston,Male,21,1
13C200393,02/01/2013 02:21:00 AM,VSP: New Haven,Drive/Operate Under Influence,Middlebury,Addison,Addison,23V1201,VSP: New Haven,Male,22,1
13A200551,02/01/2013 04:18:00 PM,VSP: Saint Albans,DLS|K9|Drive/Operate Under Influence,St. Albans Town,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,28,1
13C200403,02/01/2013 06:32:00 PM,VSP: New Haven,Other|Drive/Operate Under Influence|Drugs - Other,Leicester,Addison,Addison,23V1201,VSP: New Haven,Male,17,1
13C200405,02/01/2013 07:30:00 PM,VSP: New Haven,Traffic Stop|Accident - Property|Drive/Operate Under Influence,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Female,36,1
13B100395,02/01/2013 10:49:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,45,1
13A100435,02/01/2013 11:09:00 PM,VSP: Williston,Drive/Operate Under Influence,St. George,Chittenden,Chittenden,23V1201,VSP: Williston,Male,22,1
13C200407,02/02/2013 01:33:00 AM,VSP: New Haven,Drive/Operate Under Influence|C&N Operation|Traffic Stop,Salisbury,Addison,Addison,23V1201,VSP: New Haven,Male,55,1
13B100396,02/02/2013 01:56:00 AM,VSP: Saint Johnsbury,Traffic Stop|Drive/Operate Under Influence|Liquor Violations,Lyndon,Caledonia,Caledonia,23V1201A1#1/R,VSP: Saint Johnsbury,Female,21,1
13A300464,02/02/2013 02:20:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,29,1
13C100643,02/02/2013 04:46:00 PM,VSP: Rutland,Drive/Operate Under Influence,Pittsford,Rutland,Rutland,23V1201,VSP: Rutland,Male,58,1
13B200353,02/02/2013 06:26:00 PM,VSP: Derby,Drive/Operate Under Influence,Derby,Orleans,Orleans,23V1201,VSP: Derby,Male,55,1
13A100449,02/02/2013 07:40:00 PM,VSP: Williston,Drive/Operate Under Influence,Huntington,Chittenden,Chittenden,23V1201,VSP: Williston,Male,49,1
13C100646,02/02/2013 07:49:00 PM,VSP: Rutland,Drive/Operate Under Influence,Middletown Springs,Rutland,Rutland,23V1201,VSP: Rutland,Male,26,1
13B200356,02/02/2013 09:38:00 PM,VSP: Derby,Drive/Operate Under Influence,Newport City,Orleans,Orleans,23V1201,VSP: Derby,Male,22,1
13B200355,02/02/2013 09:42:00 PM,VSP: Derby,Drive/Operate Under Influence,Newport City,Orleans,Orleans,23V1201,VSP: Derby,Male,25,1
13A100451,02/02/2013 11:09:00 PM,VSP: Williston,Drive/Operate Under Influence,Williston,Chittenden,Chittenden,23V1201,VSP: Williston,Male,40,1
13D200305,02/03/2013 12:50:00 AM,VSP: Brattleboro,Drive/Operate Under Influence,Dover,Windham,Windham,23V1201,VSP: Brattleboro,Male,31,1
13C200425,02/03/2013 01:00:00 AM,VSP: New Haven,Drive/Operate Under Influence|Traffic Stop|Traffic Stop|Accident - Injury,Lincoln,Addison,Addison,23V1201,VSP: New Haven,Female,22,1
13B100410,02/03/2013 01:04:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Liquor Violations,Lyndon,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,20,1
13B100411,02/03/2013 02:30:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,36,1
13D300489,02/03/2013 04:16:00 PM,VSP: Royalton,Drive/Operate Under Influence,Sharon,Windsor,Windsor,23V1201,VSP: Royalton,Male,32,1
13A300487,02/03/2013 05:56:00 PM,VSP: Middlesex,Drive/Operate Under Influence|DLS|Accident - Property,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Male,24,1
13A300489,02/03/2013 06:00:00 PM,VSP: Middlesex,Drive/Operate Under Influence,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Male,24,1
13D300494,02/03/2013 10:00:00 PM,VSP: Royalton,Drive/Operate Under Influence,Bethel,Windsor,Windsor,23V1201,VSP: Royalton,Male,30,1
13B100424,02/04/2013 12:41:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence|C&N Operation|K9,St. Johnsbury,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,51,1
13C100668,02/04/2013 01:41:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Male,26,1
13C200445,02/04/2013 05:40:00 PM,VSP: New Haven,Drive/Operate Under Influence|Traffic Stop,Monkton,Addison,Addison,23V1201,VSP: New Haven,Male,39,1
13C100690,02/05/2013 01:16:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Male,33,1
13A100502,02/06/2013 11:59:00 PM,VSP: Williston,Drive/Operate Under Influence,Johnson,Lamoille,Lamoille,23V1201,VSP: Williston,Male,40,1
13C100737,02/07/2013 12:25:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Male,46,1
13B100458,02/07/2013 02:00:00 AM,VSP: Saint Johnsbury,Aggravated Assault|Drive/Operate Under Influence|DLS|Impeding a Public Officer,Burke,Caledonia,Caledonia,23V1201A1#4,VSP: Saint Johnsbury,Male,67,1
13D300533,02/07/2013 03:35:00 AM,VSP: Royalton,Suspicious Activity / Person|Drive/Operate Under Influence|Traffic Stop,Royalton,Windsor,Windsor,23V1201,VSP: Royalton,Male,32,1
13A200619,02/07/2013 09:18:00 AM,VSP: Saint Albans,DLS|Drive/Operate Under Influence,Alburgh,Grand Isle,Grand Isle,23V1201A3#1,VSP: Saint Albans,Male,50,1
13C100746,02/07/2013 03:22:00 PM,VSP: Rutland,Drive/Operate Under Influence|False Information to Police,Mendon,Rutland,Rutland,23V1201,VSP: Rutland,Male,59,1
13C100775,02/08/2013 04:11:00 PM,VSP: Rutland,Drive/Operate Under Influence,Pittsford,Rutland,Rutland,23V1201,VSP: Rutland,Female,57,1
13C200486,02/08/2013 05:58:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence|DLS|C&N Operation,Waltham,Addison,Addison,23V1201,VSP: New Haven,Male,44,1
13A300598,02/09/2013 04:20:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury,Woodbury,Washington,Washington,23V1201,VSP: Middlesex,Female,41,1
13A300602,02/09/2013 05:20:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,54,1
13C100955,02/18/2013 01:47:00 AM,VSP: Rutland,Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
13A200668,02/10/2013 01:35:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Drugs - Possession|Drugs - Other,St. Albans City,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,25,1
13C100813,02/10/2013 06:11:00 PM,VSP: Rutland,Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Female,25,1
13A100585,02/10/2013 08:26:00 PM,VSP: Williston,Citizen Dispute|Drive/Operate Under Influence|Accident - Property,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Female,37,1
13C300402,02/11/2013 03:53:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence,Glastenbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,50,1
13D100454,02/11/2013 04:23:00 PM,VSP: Rockingham,DLS|Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201A2#3,VSP: Rockingham,Male,34,1
13C200520,02/11/2013 07:46:00 PM,VSP: New Haven,Drive/Operate Under Influence,Waltham,Addison,Addison,23V1201,VSP: New Haven,Male,49,1
13A100598,02/11/2013 08:23:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence|Accident - Property,Colchester,Chittenden,Chittenden,23V1201,VSP: Williston,Male,26,1
13C200522,02/11/2013 10:06:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence|Accident - Property|C&N Operation,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,24,1
13C200524,02/12/2013 01:15:00 AM,VSP: New Haven,Drive/Operate Under Influence|DLS|C&N Operation|Other,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,22,1
13C100853,02/12/2013 09:56:00 PM,VSP: Rutland,Accident - Property|Drive/Operate Under Influence,Pawlet,Rutland,Rutland,23V1201,VSP: Rutland,Male,48,1
13C100856,02/13/2013 01:23:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Female,23,1
13B100538,02/14/2013 04:04:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Sheffield,Caledonia,Caledonia,23V1201A2#1,VSP: Saint Johnsbury,Female,43,1
13A300670,02/14/2013 08:19:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Violate Conditions of Release,Worcester,Washington,Washington,23V1201,VSP: Middlesex,Male,32,1
13A300671,02/15/2013 12:00:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Male,21,1
13B100544,02/15/2013 01:16:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A3#1,VSP: Saint Johnsbury,Male,28,1
13A200765,02/15/2013 10:27:00 PM,VSP: Saint Albans,Drive/Operate Under Influence,Franklin,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,34,1
13B200481,02/15/2013 10:30:00 PM,VSP: Derby,Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Derby,Male,47,1
13C100916,02/16/2013 12:51:00 AM,VSP: Rutland,Drive/Operate Under Influence|Drugs - Possession,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
13C300443,02/16/2013 04:25:00 AM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence|Traffic Stop,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,24,1
13A200784,02/16/2013 09:50:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Other|Drugs - Possession|Drugs - Other,Fairfield,Franklin,Franklin,23V1201A3#1,VSP: Saint Albans,Male,36,1
13C300452,02/16/2013 10:40:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Family Disturbance/Fight,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Female,45,1
13A300702,02/16/2013 11:10:00 PM,VSP: Middlesex,Drive/Operate Under Influence,Fayston,Washington,Washington,23V1201,VSP: Middlesex,Female,37,1
13C100941,02/17/2013 12:28:00 AM,VSP: Rutland,Drive/Operate Under Influence,Rutland City,Rutland,Rutland,23V1201,VSP: Rutland,Female,41,1
13D300697,02/17/2013 12:49:00 AM,VSP: Other,Drive/Operate Under Influence,Hartford,Windsor,Windsor,23V1201,VSP: Headquarters,Male,36,1
13A200788,02/17/2013 12:54:00 AM,VSP: Saint Albans,Drive/Operate Under Influence,Sheldon,Franklin,Franklin,23V1205,VSP: Saint Albans,Male,44,1
13D200435,02/17/2013 12:58:00 AM,VSP: Brattleboro,Drive/Operate Under Influence,Jamaica,Windham,Windham,23V1201,VSP: Brattleboro,Male,24,1
13A200790,02/17/2013 01:59:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Drugs - Possession,Sheldon,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,48,1
13A200791,02/17/2013 02:31:00 AM,VSP: Saint Albans,Drive/Operate Under Influence,Sheldon,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,37,1
13D300699,02/17/2013 07:06:00 AM,VSP: Royalton,Accident - Injury|C&N Operation|DLS|Accident - Property|Drive/Operate Under Influence|Liquor Violations|Other,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,20,1
13B300289,02/18/2013 05:10:00 PM,VSP: Bradford,Drive/Operate Under Influence|C&N Operation,Thetford,Orange,Orange,23V1201,VSP: Bradford,Male,23,1
13C200586,02/18/2013 06:08:00 PM,VSP: New Haven,Drive/Operate Under Influence,New Haven,Addison,Addison,23V1201,VSP: New Haven,Male,32,1
13D200459,02/19/2013 09:13:00 PM,VSP: Brattleboro,Drive/Operate Under Influence,Putney,Windham,Windham,23V1201A2#2,VSP: Brattleboro,Male,38,1
13C200630,02/21/2013 05:19:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property|C&N Operation,Addison,Addison,Addison,23V1201,VSP: New Haven,Male,34,1
13D100573,02/21/2013 08:08:00 PM,VSP: Other,Suspicious Activity / Person|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201,VSP: Headquarters,Female,48,1
13D300760,02/21/2013 10:10:00 PM,VSP: Royalton,Drive/Operate Under Influence|Disorderly Conduct,Sharon,Windsor,Windsor,23V1201,VSP: Royalton,Male,31,1
13A300776,02/21/2013 10:50:00 PM,VSP: Middlesex,Drive/Operate Under Influence,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Male,50,1
13B100619,02/22/2013 01:39:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Female,22,1
13B200545,02/22/2013 09:30:00 PM,VSP: Derby,Drive/Operate Under Influence|Drugs - Cultivation or Manufacture|Attempting to Elude Police|C&N Operation,Newport City,Orleans,Orleans,23V1201A2#2,VSP: Derby,Male,22,1
13B100627,02/23/2013 12:57:00 AM,VSP: Saint Johnsbury,Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201A2#1,VSP: Saint Johnsbury,Female,24,1
